name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Cakes & Bakes,New Delhi,Hauz Khas,"bakery, fast food",250,Indian Rupees(Rs.),2.9,6,bakery,low
Captain Grub,New Delhi,Hauz Khas,"american, fast food",1000,Indian Rupees(Rs.),3.3,61,american,high
Chaat Corner,New Delhi,Hauz Khas,street food,100,Indian Rupees(Rs.),3.2,12,street food,low
Cosy Restaurant,New Delhi,Hauz Khas,"north indian, mughlai, chinese",1100,Indian Rupees(Rs.),3.4,195,north indian,high
Food Refill,New Delhi,Hauz Khas,chinese,300,Indian Rupees(Rs.),3.1,23,chinese,medium
Ganesh Anna South Indian Food Corner,New Delhi,Hauz Khas,south indian,150,Indian Rupees(Rs.),3.0,8,south indian,low
Giani,New Delhi,Hauz Khas,"ice cream, desserts",400,Indian Rupees(Rs.),3.3,65,ice cream,medium
Gravies,New Delhi,Hauz Khas,"north indian, biryani, mughlai",700,Indian Rupees(Rs.),3.3,157,north indian,medium
Green Chick Chop,New Delhi,Hauz Khas,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.1,12,raw meats,medium
Grub Pub,New Delhi,Hauz Khas,chinese,1000,Indian Rupees(Rs.),3.4,180,chinese,high
Handi Masala Restaurant,New Delhi,Hauz Khas,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),2.6,16,north indian,medium
Himalaya Dhaba,New Delhi,Hauz Khas,north indian,400,Indian Rupees(Rs.),2.6,21,north indian,medium
Hot & Hot,New Delhi,Hauz Khas,"chinese, fast food",350,Indian Rupees(Rs.),2.9,10,chinese,medium
Hot Box,New Delhi,Hauz Khas,"north indian, continental, fast food",500,Indian Rupees(Rs.),2.6,114,north indian,medium
Indrani's Kitchen,New Delhi,Hauz Khas,bengali,800,Indian Rupees(Rs.),3.3,13,bengali,high
Kallu Hot Zaika,New Delhi,Hauz Khas,mughlai,800,Indian Rupees(Rs.),2.9,8,mughlai,high
Kathi Roll Corner 44,New Delhi,Hauz Khas,fast food,250,Indian Rupees(Rs.),3.1,4,fast food,low
Mama Dhaba,New Delhi,Hauz Khas,north indian,150,Indian Rupees(Rs.),2.8,8,north indian,low
Miam,New Delhi,Hauz Khas,"bakery, desserts",800,Indian Rupees(Rs.),3.2,8,bakery,high
Momos House,New Delhi,Hauz Khas,chinese,350,Indian Rupees(Rs.),3.3,32,chinese,medium
Nirula's Ice Cream,New Delhi,Hauz Khas,"ice cream, desserts",300,Indian Rupees(Rs.),2.9,9,ice cream,medium
Overdose,New Delhi,Hauz Khas,"north indian, mughlai, chinese",600,Indian Rupees(Rs.),2.7,10,north indian,medium
Punjabi Chaap Corner,New Delhi,Hauz Khas,north indian,350,Indian Rupees(Rs.),2.8,21,north indian,medium
Punjabi Tadka,New Delhi,Hauz Khas,"north indian, chinese",500,Indian Rupees(Rs.),3.1,21,north indian,medium
Rapti Chinese Food,New Delhi,Hauz Khas,chinese,500,Indian Rupees(Rs.),3.2,35,chinese,medium
Riyaz Chicken Corner,New Delhi,Hauz Khas,"biryani, north indian",250,Indian Rupees(Rs.),3.4,74,biryani,low
Sharda Pastry Shop,New Delhi,Hauz Khas,"bakery, desserts, fast food",150,Indian Rupees(Rs.),2.8,25,bakery,low
Southy,New Delhi,Hauz Khas,south indian,450,Indian Rupees(Rs.),3.1,175,south indian,medium
Spicy,New Delhi,Hauz Khas,"north indian, chinese, fast food",500,Indian Rupees(Rs.),2.9,13,north indian,medium
Subway,New Delhi,Hauz Khas,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2.8,87,american,medium
The Foodie Cafe,New Delhi,Hauz Khas,"chinese, fast food",250,Indian Rupees(Rs.),3.4,19,chinese,low
Uncle's Kabab Point,New Delhi,Hauz Khas,"fast food, north indian",350,Indian Rupees(Rs.),3.4,59,fast food,medium
Wimpy,New Delhi,Hauz Khas,"fast food, burger",350,Indian Rupees(Rs.),2.6,220,fast food,medium
Zaika,New Delhi,Hauz Khas,"north indian, mughlai, chinese",350,Indian Rupees(Rs.),2.7,26,north indian,medium
Natural Ice Cream,New Delhi,Hauz Khas,ice cream,150,Indian Rupees(Rs.),4.5,67,ice cream,low
Cafe 6,New Delhi,Hauz Khas,"cafe, fast food, north indian",500,Indian Rupees(Rs.),3.9,406,cafe,medium
Cafe Coffee Day,New Delhi,Hauz Khas,cafe,450,Indian Rupees(Rs.),3.5,35,cafe,medium
Dzukou Tribal Kitchen,New Delhi,Hauz Khas,naga,1300,Indian Rupees(Rs.),3.8,145,naga,high
Havmor Ice Cream,New Delhi,Hauz Khas,ice cream,200,Indian Rupees(Rs.),3.6,30,ice cream,low
Lost in Frost,New Delhi,Hauz Khas,bakery,600,Indian Rupees(Rs.),3.7,18,bakery,medium
Pink Box,New Delhi,Hauz Khas,"bakery, desserts",300,Indian Rupees(Rs.),3.8,243,bakery,medium
Potet,New Delhi,Hauz Khas,"fast food, beverages",300,Indian Rupees(Rs.),3.7,23,fast food,medium
Root'd,New Delhi,Hauz Khas,"continental, cafe",1000,Indian Rupees(Rs.),3.7,18,continental,high
South Cafe,New Delhi,Hauz Khas,south indian,350,Indian Rupees(Rs.),3.5,95,south indian,medium
Sri Balaji,New Delhi,Hauz Khas,"south indian, chinese",300,Indian Rupees(Rs.),3.5,65,south indian,medium
Thalaivar,New Delhi,Hauz Khas,"south indian, kerala",800,Indian Rupees(Rs.),3.8,49,south indian,high
The Junction,New Delhi,Hauz Khas,"north indian, continental, asian, italian",1200,Indian Rupees(Rs.),3.9,93,north indian,high
34 Park Street Lane,New Delhi,Hauz Khas,fast food,200,Indian Rupees(Rs.),0.0,1,fast food,low
Adda The Spice Affair,New Delhi,Hauz Khas,"north indian, chinese",500,Indian Rupees(Rs.),0.0,0,north indian,medium
All About Food,New Delhi,Hauz Khas,north indian,100,Indian Rupees(Rs.),0.0,0,north indian,low
Bombay Pao Bhaji,New Delhi,Hauz Khas,street food,200,Indian Rupees(Rs.),0.0,1,street food,low
Brown House Cafe,New Delhi,Hauz Khas,"chinese, north indian",250,Indian Rupees(Rs.),0.0,0,chinese,low
Chinese Hutt,New Delhi,Hauz Khas,"chinese, fast food",400,Indian Rupees(Rs.),0.0,3,chinese,medium
Desi Tadka,New Delhi,Hauz Khas,north indian,200,Indian Rupees(Rs.),0.0,0,north indian,low
Food Daddy,New Delhi,Hauz Khas,north indian,300,Indian Rupees(Rs.),0.0,1,north indian,medium
Front Food Corner,New Delhi,Hauz Khas,north indian,50,Indian Rupees(Rs.),0.0,0,north indian,low
Gupta's Vegetarian Paradise,New Delhi,Hauz Khas,north indian,500,Indian Rupees(Rs.),0.0,1,north indian,medium
Hot Kathi Roll,New Delhi,Hauz Khas,fast food,250,Indian Rupees(Rs.),0.0,0,fast food,low
House Of Chocolate,New Delhi,Hauz Khas,"desserts, bakery",500,Indian Rupees(Rs.),0.0,2,desserts,medium
Jaisons,New Delhi,Hauz Khas,"fast food, street food",150,Indian Rupees(Rs.),0.0,1,fast food,low
Sher -E- Punjab,New Delhi,Hauz Khas,north indian,350,Indian Rupees(Rs.),0.0,0,north indian,medium
Shi Cafe,New Delhi,Hauz Khas,"cafe, mexican, continental",1000,Indian Rupees(Rs.),0.0,0,cafe,high
Sri Balaji,New Delhi,Hauz Khas,"south indian, chinese",300,Indian Rupees(Rs.),0.0,2,south indian,medium
Zaika Kathi Roll,New Delhi,Hauz Khas,fast food,300,Indian Rupees(Rs.),0.0,3,fast food,medium
Cravity ,New Delhi,Hauz Khas,"desserts, fast food",350,Indian Rupees(Rs.),4.0,55,desserts,medium
Little Saigon,New Delhi,Hauz Khas,vietnamese,1000,Indian Rupees(Rs.),4.0,83,vietnamese,high
Summer House Cafe,New Delhi,Hauz Khas,"italian, continental",1850,Indian Rupees(Rs.),4.1,1823,italian,high
Elf Cafe & Bar,New Delhi,Hauz Khas Village,"italian, north indian, continental",1600,Indian Rupees(Rs.),3.3,704,italian,high
Garage Inc.,New Delhi,Hauz Khas Village,"continental, american, italian",1900,Indian Rupees(Rs.),3.4,763,continental,high
My Bar Grill,New Delhi,Hauz Khas Village,"north indian, italian, continental, chinese",1200,Indian Rupees(Rs.),3.3,1363,north indian,high
Wow! Momo,New Delhi,Hauz Khas Village,chinese,350,Indian Rupees(Rs.),3.4,491,chinese,medium
Coast Cafe,New Delhi,Hauz Khas Village,"continental, kerala",1400,Indian Rupees(Rs.),4.5,1033,continental,high
Chaayos,New Delhi,Hauz Khas Village,"cafe, tea",400,Indian Rupees(Rs.),3.9,454,cafe,medium
"Elma's Bakery, Bar, and Kitchen",New Delhi,Hauz Khas Village,"continental, american, italian, bakery",1900,Indian Rupees(Rs.),3.9,1756,continental,high
Fork You,New Delhi,Hauz Khas Village,"continental, asian, italian, mediterranean, burger",1600,Indian Rupees(Rs.),3.8,1845,continental,high
High5 Cafe & Bar,New Delhi,Hauz Khas Village,"american, continental, north indian, chinese",1200,Indian Rupees(Rs.),3.7,379,american,high
Imperfecto,New Delhi,Hauz Khas Village,"mediterranean, italian, continental, spanish, north indian",1800,Indian Rupees(Rs.),3.7,2247,mediterranean,high
Maison Des Desserts,New Delhi,Hauz Khas Village,"cafe, desserts",1200,Indian Rupees(Rs.),3.9,552,cafe,high
Maquina,New Delhi,Hauz Khas Village,"continental, tex-mex",1800,Indian Rupees(Rs.),3.8,567,continental,high
Masha,New Delhi,Hauz Khas Village,"north indian, chinese, thai, italian, middle eastern",1200,Indian Rupees(Rs.),3.5,384,north indian,high
Moonshine Cafe & Bar,New Delhi,Hauz Khas Village,"continental, italian",2400,Indian Rupees(Rs.),3.5,884,continental,high
New York Slice,New Delhi,Hauz Khas Village,"pizza, fast food",800,Indian Rupees(Rs.),3.7,489,pizza,high
Out Of The Box,New Delhi,Hauz Khas Village,"american, north indian, european, asian",1800,Indian Rupees(Rs.),3.7,3697,american,high
Raasta,New Delhi,Hauz Khas Village,"continental, italian",2000,Indian Rupees(Rs.),3.9,1878,continental,high
Hauz Khas Social,New Delhi,Hauz Khas Village,"continental, american, asian, north indian",1600,Indian Rupees(Rs.),4.3,7931,continental,high
Kunzum Travel Cafe,New Delhi,Hauz Khas Village,cafe,200,Indian Rupees(Rs.),4.2,542,cafe,low
Lord of the Drinks Meadow,New Delhi,Hauz Khas Village,"european, chinese, north indian, italian",2200,Indian Rupees(Rs.),4.2,278,european,high
Matchbox,New Delhi,Hauz Khas Village,"american, british, continental",1700,Indian Rupees(Rs.),4.0,969,american,high
Naivedyam,New Delhi,Hauz Khas Village,south indian,500,Indian Rupees(Rs.),4.2,1627,south indian,medium
Rang De Basanti Urban Dhaba,New Delhi,Hauz Khas Village,north indian,1300,Indian Rupees(Rs.),4.4,541,north indian,high
Smoke House Deli,New Delhi,Hauz Khas Village,"european, italian, cafe",1600,Indian Rupees(Rs.),4.1,1199,european,high
Viva Deli - Holiday Inn,New Delhi,"Holiday Inn, Aerocity",bakery,1000,Indian Rupees(Rs.),3.3,30,bakery,high
Cafe on 3 - Holiday Inn,New Delhi,"Holiday Inn, Mayur Vihar","continental, chinese, thai, mediterranean",2000,Indian Rupees(Rs.),3.4,174,continental,high
The Kylin Experience - Holiday Inn,New Delhi,"Holiday Inn, Mayur Vihar","japanese, chinese, asian, thai",1800,Indian Rupees(Rs.),3.7,128,japanese,high
Thugs - Hotel Broadway,New Delhi,"Hotel Broadway, Daryaganj",finger food,1100,Indian Rupees(Rs.),3.4,72,finger food,high
Chor Bizarre - Hotel Broadway,New Delhi,"Hotel Broadway, Daryaganj","north indian, kashmiri, chinese, thai, korean",2000,Indian Rupees(Rs.),3.9,295,north indian,high
Opium Bar - Hotel City Park,New Delhi,"Hotel City Park, Pitampura","finger food, north indian, chinese",2000,Indian Rupees(Rs.),2.8,19,finger food,high
Yellow Mirchi - Hotel City Park,New Delhi,"Hotel City Park, Pitampura",north indian,2500,Indian Rupees(Rs.),3.9,259,north indian,high
Curry Capital - Hotel Classic Diplomat,New Delhi,"Hotel Classic Diplomat, Mahipalpur","north indian, continental, south indian, chinese",1000,Indian Rupees(Rs.),0.0,1,north indian,high
Viceroy Bar - Hotel Classic Diplomat,New Delhi,"Hotel Classic Diplomat, Mahipalpur",north indian,800,Indian Rupees(Rs.),0.0,0,north indian,high
Cafe Regent,New Delhi,"Hotel Regent Grand, Karol Bagh",cafe,700,Indian Rupees(Rs.),3.0,7,cafe,medium
The Grand Kitchen,New Delhi,"Hotel Regent Grand, Karol Bagh","north indian, chinese",800,Indian Rupees(Rs.),0.0,1,north indian,high
Lutyen's - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, Janpath","continental, north indian, italian",3000,Indian Rupees(Rs.),3.3,95,continental,high
Onyx Bar - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, Janpath","continental, chinese, japanese, north indian, thai",2500,Indian Rupees(Rs.),3.0,19,continental,high
SKY Lounge Bar & Grill - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, Janpath",finger food,2500,Indian Rupees(Rs.),3.4,265,finger food,high
Jasmine - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, Janpath","seafood, chinese, japanese, sushi, thai",4000,Indian Rupees(Rs.),3.7,44,seafood,high
Lord William Tea Lounge - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, Janpath",cafe,2500,Indian Rupees(Rs.),3.6,38,cafe,high
Royal Brewery Bistro,New Delhi,"Hotel The Royal Plaza, Janpath","finger food, italian",2000,Indian Rupees(Rs.),3.5,14,finger food,high
Cafe - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place","cafe, continental, north indian",3500,Indian Rupees(Rs.),3.6,261,cafe,high
La Piazza - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",italian,4500,Indian Rupees(Rs.),3.9,410,italian,high
Polo Lounge - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",finger food,2500,Indian Rupees(Rs.),3.6,49,finger food,high
Sidewalk - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place","bakery, cafe",1000,Indian Rupees(Rs.),3.8,79,bakery,high
T.K'S Oriental Grill - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place","japanese, thai, sushi",4000,Indian Rupees(Rs.),3.9,290,japanese,high
China Kitchen - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place",chinese,4500,Indian Rupees(Rs.),4.0,424,chinese,high
The Hub -  ibis New Delhi,New Delhi,"ibis New Delhi, Aerocity",north indian,1500,Indian Rupees(Rs.),3.1,9,north indian,high
Frugurpop-  ibis New Delhi,New Delhi,"ibis New Delhi, Aerocity","ice cream, desserts",300,Indian Rupees(Rs.),0.0,0,ice cream,medium
Baked and Wrapped,New Delhi,INA,"bakery, desserts",500,Indian Rupees(Rs.),3.1,5,bakery,medium
M.D. Kitchen,New Delhi,INA,"north indian, mughlai, chinese, south indian",600,Indian Rupees(Rs.),2.6,30,north indian,medium
Kerala Hotel,New Delhi,INA,"kerala, biryani",400,Indian Rupees(Rs.),3.9,108,kerala,medium
New Classic Kitchen,New Delhi,INA,"chinese, fast food",300,Indian Rupees(Rs.),0.0,0,chinese,medium
M.P. Canteen,New Delhi,India Gate,"south indian, north indian, chinese, mughlai",350,Indian Rupees(Rs.),3.1,13,south indian,medium
Mysore Cafe,New Delhi,India Gate,south indian,200,Indian Rupees(Rs.),3.2,12,south indian,low
Maharashtra Sadan,New Delhi,India Gate,"north indian, maharashtrian",300,Indian Rupees(Rs.),3.8,266,north indian,medium
Kashmiri Hills Wazwan,New Delhi,India Gate,kashmiri,300,Indian Rupees(Rs.),0.0,1,kashmiri,medium
Mirch Masala Restaurant,New Delhi,India Gate,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Shree Rathnam,New Delhi,India Gate,"south indian, north indian, chinese",800,Indian Rupees(Rs.),0.0,3,south indian,high
Abhishek Restaurant,New Delhi,IP Extension,"north indian, chinese",400,Indian Rupees(Rs.),2.9,36,north indian,medium
AL Maroosh,New Delhi,IP Extension,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2.8,20,north indian,medium
Ambarsari Kababs & Curries,New Delhi,IP Extension,"north indian, chinese",400,Indian Rupees(Rs.),3.0,4,north indian,medium
Ambrosia - The Golden Palms Hotel,New Delhi,IP Extension,"north indian, continental",1500,Indian Rupees(Rs.),2.8,68,north indian,high
Bala's Kitchen,New Delhi,IP Extension,south indian,300,Indian Rupees(Rs.),2.9,4,south indian,medium
Cafe Meadows,New Delhi,IP Extension,"fast food, desserts",200,Indian Rupees(Rs.),3.1,26,fast food,low
Dee The Baker,New Delhi,IP Extension,bakery,300,Indian Rupees(Rs.),3.4,11,bakery,medium
Dilli Darbaar,New Delhi,IP Extension,street food,100,Indian Rupees(Rs.),3.1,18,street food,low
Finger Licious,New Delhi,IP Extension,"bakery, fast food",200,Indian Rupees(Rs.),3.2,137,bakery,low
Garden Hut,New Delhi,IP Extension,chinese,450,Indian Rupees(Rs.),2.7,8,chinese,medium
Hari Mirch Masala,New Delhi,IP Extension,"north indian, chinese",350,Indian Rupees(Rs.),2.8,101,north indian,medium
Kamal's,New Delhi,IP Extension,"north indian, south indian, chinese, fast food",550,Indian Rupees(Rs.),2.8,103,north indian,medium
Kocktails & Kurries,New Delhi,IP Extension,"north indian, chinese",950,Indian Rupees(Rs.),3.1,94,north indian,high
Madras Cafe,New Delhi,IP Extension,south indian,150,Indian Rupees(Rs.),3.2,22,south indian,low
Mahalaxmi Dairy & Sweets,New Delhi,IP Extension,"mithai, street food",100,Indian Rupees(Rs.),2.6,16,mithai,low
Meet n Eat,New Delhi,IP Extension,"north indian, fast food, chinese",450,Indian Rupees(Rs.),2.7,56,north indian,medium
Punjabi Mirchi,New Delhi,IP Extension,"north indian, mughlai, chinese",650,Indian Rupees(Rs.),3.3,49,north indian,medium
The Garam Masala,New Delhi,IP Extension,"north indian, chinese",400,Indian Rupees(Rs.),3.4,60,north indian,medium
Unique Pastry Shop,New Delhi,IP Extension,bakery,200,Indian Rupees(Rs.),3.4,86,bakery,low
Vaishno Amritsari Dhaba,New Delhi,IP Extension,north indian,350,Indian Rupees(Rs.),3.2,51,north indian,medium
Zara Restaurant,New Delhi,IP Extension,"north indian, mughlai",400,Indian Rupees(Rs.),3.3,24,north indian,medium
Bhatia Sweets,New Delhi,IP Extension,"mithai, south indian, street food",150,Indian Rupees(Rs.),3.5,97,mithai,low
De Cafepedia,New Delhi,IP Extension,"fast food, chinese",250,Indian Rupees(Rs.),3.5,60,fast food,low
Icy Curls,New Delhi,IP Extension,"desserts, ice cream",300,Indian Rupees(Rs.),3.7,25,desserts,medium
Chakhna,New Delhi,IP Extension,"north indian, chinese",400,Indian Rupees(Rs.),0.0,3,north indian,medium
Choco-House Chocolatiers,New Delhi,IP Extension,desserts,500,Indian Rupees(Rs.),0.0,0,desserts,medium
D Brown Affairs,New Delhi,IP Extension,"bakery, desserts",300,Indian Rupees(Rs.),0.0,0,bakery,medium
Daya Sagar,New Delhi,IP Extension,"north indian, chinese, mughlai",400,Indian Rupees(Rs.),0.0,0,north indian,medium
Food Code 99,New Delhi,IP Extension,"chinese, south indian, fast food",300,Indian Rupees(Rs.),0.0,1,chinese,medium
Foodie Singh,New Delhi,IP Extension,north indian,500,Indian Rupees(Rs.),0.0,3,north indian,medium
Gluten Free by Deepika,New Delhi,IP Extension,"bakery, healthy food",350,Indian Rupees(Rs.),0.0,0,bakery,medium
Jain Restaurant,New Delhi,IP Extension,north indian,500,Indian Rupees(Rs.),0.0,0,north indian,medium
Kesariya Sweets,New Delhi,IP Extension,mithai,250,Indian Rupees(Rs.),0.0,2,mithai,low
KG Confectionery and Pastry Shop,New Delhi,IP Extension,"bakery, desserts",100,Indian Rupees(Rs.),0.0,2,bakery,low
Krishna Da Dhaba,New Delhi,IP Extension,north indian,200,Indian Rupees(Rs.),0.0,3,north indian,low
Little Cup Cake,New Delhi,IP Extension,"bakery, desserts",350,Indian Rupees(Rs.),0.0,0,bakery,medium
New Kovilakam Restaurant,New Delhi,IP Extension,"kerala, south indian",400,Indian Rupees(Rs.),0.0,1,kerala,medium
Nice Food Corner,New Delhi,IP Extension,street food,150,Indian Rupees(Rs.),0.0,0,street food,low
Radhey Radhey Foods,New Delhi,IP Extension,north indian,500,Indian Rupees(Rs.),0.0,2,north indian,medium
Schezwan Bakery,New Delhi,IP Extension,"bakery, fast food",200,Indian Rupees(Rs.),0.0,0,bakery,low
Shama Muradabadi Chicken Corner,New Delhi,IP Extension,biryani,300,Indian Rupees(Rs.),0.0,1,biryani,medium
Starve Stalkers,New Delhi,IP Extension,"italian, fast food",300,Indian Rupees(Rs.),0.0,1,italian,medium
Tava & Tandoor,New Delhi,IP Extension,"north indian, chinese",400,Indian Rupees(Rs.),0.0,1,north indian,medium
Chutneez Restaurant Lounge & Bar,New Delhi,IP Extension,"north indian, chinese, mughlai",1200,Indian Rupees(Rs.),2.4,124,north indian,high
Domino's Pizza,New Delhi,IP Extension,"pizza, fast food",700,Indian Rupees(Rs.),2.4,113,pizza,medium
Mangal Sweets,New Delhi,IP Extension,"north indian, chinese, south indian, street food, mithai",400,Indian Rupees(Rs.),2.4,166,north indian,medium
Sweet Tickles,New Delhi,IP Extension,"bakery, desserts",500,Indian Rupees(Rs.),4.1,71,bakery,medium
Ira - The Waterside Bar - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri",finger food,2000,Indian Rupees(Rs.),3.2,17,finger food,high
Nutmeg The Gourmet Shop - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri","bakery, desserts",1000,Indian Rupees(Rs.),3.4,25,bakery,high
Fabelle Chocolate Boutique - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri","desserts, ice cream",1200,Indian Rupees(Rs.),3.8,20,desserts,high
Golf Bar - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri",drinks only,3500,Indian Rupees(Rs.),3.5,45,drinks only,high
Bukhara - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri",north indian,6500,Indian Rupees(Rs.),4.4,2826,north indian,high
Tian - Asian Cuisine Studio - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri","asian, japanese, korean, thai, chinese",7000,Indian Rupees(Rs.),4.1,188,asian,high
Ashish Lal Dhaba,New Delhi,ITO,north indian,400,Indian Rupees(Rs.),3.2,26,north indian,medium
Lal Dhaba,New Delhi,ITO,north indian,200,Indian Rupees(Rs.),3.1,10,north indian,low
McDonald's,New Delhi,ITO,"fast food, burger",500,Indian Rupees(Rs.),3.2,25,fast food,medium
Udupi Cafe,New Delhi,ITO,"south indian, chinese",300,Indian Rupees(Rs.),3.5,117,south indian,medium
"34, Chowringhee Lane",New Delhi,Jail Road,fast food,350,Indian Rupees(Rs.),2.7,11,fast food,medium
Amritsar Express,New Delhi,Jail Road,fast food,100,Indian Rupees(Rs.),3.1,6,fast food,low
Anand Chicken & Fast Food,New Delhi,Jail Road,"chinese, fast food",400,Indian Rupees(Rs.),2.8,9,chinese,medium
Baba Chicken Ludhiana Wale,New Delhi,Jail Road,north indian,300,Indian Rupees(Rs.),3.1,7,north indian,medium
Bombay Vada Pav,New Delhi,Jail Road,street food,150,Indian Rupees(Rs.),2.8,41,street food,low
Cafe Coffee Day,New Delhi,Jail Road,cafe,450,Indian Rupees(Rs.),3.1,5,cafe,medium
Chin Pokli,New Delhi,Jail Road,chinese,400,Indian Rupees(Rs.),3.1,13,chinese,medium
Curries,New Delhi,Jail Road,"chinese, mughlai, north indian",600,Indian Rupees(Rs.),2.7,6,chinese,medium
Deepak Vaishno Dhaba,New Delhi,Jail Road,north indian,350,Indian Rupees(Rs.),3.4,59,north indian,medium
Delhi Dhaba,New Delhi,Jail Road,north indian,300,Indian Rupees(Rs.),3.1,15,north indian,medium
Dewan Sweets,New Delhi,Jail Road,"desserts, street food",100,Indian Rupees(Rs.),3.3,18,desserts,low
Flirty Momo's,New Delhi,Jail Road,chinese,350,Indian Rupees(Rs.),3.1,37,chinese,medium
Frontier,New Delhi,Jail Road,bakery,200,Indian Rupees(Rs.),3.2,14,bakery,low
Giani,New Delhi,Jail Road,"ice cream, desserts",400,Indian Rupees(Rs.),3.0,6,ice cream,medium
Green Chick Chop,New Delhi,Jail Road,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.3,60,raw meats,medium
Khalsa Veg Corner,New Delhi,Jail Road,"north indian, fast food",300,Indian Rupees(Rs.),3.4,22,north indian,medium
Kings Kulfi,New Delhi,Jail Road,ice cream,150,Indian Rupees(Rs.),3.3,10,ice cream,low
Kohli Dhaba,New Delhi,Jail Road,north indian,600,Indian Rupees(Rs.),3.4,74,north indian,medium
Laxmi Ice Cream,New Delhi,Jail Road,"ice cream, desserts",200,Indian Rupees(Rs.),3.4,25,ice cream,low
Mosaic - SK Premium Park,New Delhi,Jail Road,"north indian, chinese, continental",2500,Indian Rupees(Rs.),2.9,14,north indian,high
Moti Mahal Delux,New Delhi,Jail Road,"north indian, chinese",800,Indian Rupees(Rs.),2.7,12,north indian,high
Mukesh Chic-Inn Hot & Spice,New Delhi,Jail Road,mughlai,400,Indian Rupees(Rs.),3.0,9,mughlai,medium
Muradabadi Biryani,New Delhi,Jail Road,hyderabadi,300,Indian Rupees(Rs.),2.6,18,hyderabadi,medium
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Jail Road,"north indian, biryani",450,Indian Rupees(Rs.),3.3,68,north indian,medium
Nagi Fish Corner,New Delhi,Jail Road,north indian,250,Indian Rupees(Rs.),3.1,7,north indian,low
Nirula's Ice Cream,New Delhi,Jail Road,"desserts, ice cream",250,Indian Rupees(Rs.),3.0,4,desserts,low
Papa Veg Chinese Food,New Delhi,Jail Road,"chinese, fast food",400,Indian Rupees(Rs.),2.9,33,chinese,medium
Pindi's Kitchen,New Delhi,Jail Road,mughlai,450,Indian Rupees(Rs.),3.3,11,mughlai,medium
Rewari Sweets,New Delhi,Jail Road,mithai,400,Indian Rupees(Rs.),3.2,5,mithai,medium
Roti Aur Boti,New Delhi,Jail Road,fast food,100,Indian Rupees(Rs.),3.2,38,fast food,low
Sahni Chicken Corner,New Delhi,Jail Road,"north indian, mughlai",500,Indian Rupees(Rs.),3.2,23,north indian,medium
Sarpal Restaurant,New Delhi,Jail Road,"north indian, mughlai",550,Indian Rupees(Rs.),3.1,14,north indian,medium
SGF - Spice Grill Flame,New Delhi,Jail Road,"north indian, chinese",500,Indian Rupees(Rs.),2.9,8,north indian,medium
Shanta Fresh Fish Corner,New Delhi,Jail Road,north indian,400,Indian Rupees(Rs.),3.1,9,north indian,medium
Shree Meenakshi Dosai,New Delhi,Jail Road,south indian,250,Indian Rupees(Rs.),2.9,8,south indian,low
Singz,New Delhi,Jail Road,"north indian, chinese",600,Indian Rupees(Rs.),2.9,57,north indian,medium
Sona Bakers,New Delhi,Jail Road,bakery,200,Indian Rupees(Rs.),3.4,17,bakery,low
Tak - a - Tak,New Delhi,Jail Road,north indian,300,Indian Rupees(Rs.),3.3,14,north indian,medium
The Great Indian Food Truck,New Delhi,Jail Road,"chinese, mexican, italian",250,Indian Rupees(Rs.),3.0,6,chinese,low
Tihar Food Court,New Delhi,Jail Road,fast food,300,Indian Rupees(Rs.),2.9,14,fast food,medium
Uncle Da Dhabha,New Delhi,Jail Road,north indian,200,Indian Rupees(Rs.),3.0,6,north indian,low
Variety Chicken Corner,New Delhi,Jail Road,north indian,450,Indian Rupees(Rs.),2.9,16,north indian,medium
Wah Ji Wah,New Delhi,Jail Road,"mughlai, chinese",450,Indian Rupees(Rs.),2.5,9,mughlai,medium
9 Scoops,New Delhi,Jail Road,ice cream,300,Indian Rupees(Rs.),3.6,33,ice cream,medium
